"filename", "language", "JSON", "Markdown", "JavaScript", "XML", "YAML", "Ignore", "Docker", "TypeScript", "TypeScript React", "SCSS", "CSS", "HTML", "comment", "blank", "total"
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionToggleZenMode.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionZindex.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 5, 140
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 14, 83
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/manager.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 6, 16, 151
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/register.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/shortcuts.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 1, 4, 72
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 1, 8, 136
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/align.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 15, 96
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/analytics.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 1, 19
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/appState.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 7, 7, 192
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/bug-issue-template.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/charts.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 420, 0, 0, 0, 0, 7, 53, 480
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/clients.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 2, 7, 38
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/clipboard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 21, 32, 216
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/colors.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 3, 23
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Actions.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 2, 17, 216
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ActiveFile.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/ActiveFile.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 4, 30
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/App.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 3860, 0, 0, 0, 198, 363, 4421
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Avatar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/Avatar.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 21
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/components/BackgroundPickerAndDarkModeToggle.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 2, 21
