Date : 2021-08-24 09:33:53
Directory : /home/keyhan/Desktop/AsemanWeb
Total : 13637 files,  4093544 codes, 589654 comments, 416939 blanks, all 5100137 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/cpu/syscall_aix_ppc64_gc.go                                                                    | Go                 |         14 |         11 |         12 |         37 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/execabs/execabs.go                                                                             | Go                 |         45 |         45 |         13 |        103 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/internal/unsafeheader/unsafeheader.go                                                          | Go                 |         13 |         13 |          5 |         31 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/README.md                                                                                 | Markdown           |        138 |          0 |         47 |        185 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/affinity_linux.go                                                                         | Go                 |         57 |         14 |         16 |         87 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/aliases.go                                                                                | Go                 |          5 |          6 |          5 |         16 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/bluetooth_linux.go                                                                        | Go                 |         25 |          6 |          6 |         37 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/cap_freebsd.go                                                                            | Go                 |        148 |         20 |         29 |        197 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/constants.go                                                                              | Go                 |          6 |          5 |          4 |         15 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_aix_ppc.go                                                                            | Go                 |         10 |         11 |          7 |         28 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_aix_ppc64.go                                                                          | Go                 |         12 |         11 |          7 |         30 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_darwin.go                                                                             | Go                 |         10 |          9 |          6 |         25 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_dragonfly.go                                                                          | Go                 |         10 |         15 |          6 |         31 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_freebsd.go                                                                            | Go                 |         10 |         15 |          6 |         31 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_linux.go                                                                              | Go                 |         18 |         19 |          6 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_netbsd.go                                                                             | Go                 |         15 |          9 |          6 |         30 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_openbsd.go                                                                            | Go                 |         15 |          9 |          6 |         30 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dev_zos.go                                                                                | Go                 |         10 |         13 |          7 |         30 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/dirent.go                                                                                 | Go                 |         85 |         11 |          8 |        104 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/endian_big.go                                                                             | Go                 |          2 |          6 |          3 |         11 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/endian_little.go                                                                          | Go                 |          2 |          6 |          3 |         11 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/env_unix.go                                                                               | Go                 |         17 |          6 |         10 |         33 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/epoll_zos.go                                                                              | Go                 |        155 |         30 |         37 |        222 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/errors_freebsd_386.go                                                                     | Go                 |        225 |          5 |          4 |        234 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/errors_freebsd_amd64.go                                                                   | Go                 |        225 |          5 |          4 |        234 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/errors_freebsd_arm.go                                                                     | Go                 |        219 |          4 |          4 |        227 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/errors_freebsd_arm64.go                                                                   | Go                 |          9 |          5 |          4 |         18 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/fcntl.go                                                                                  | Go                 |         21 |          9 |          8 |         38 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/fcntl_darwin.go                                                                           | Go                 |         13 |          6 |          6 |         25 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/fcntl_linux_32bit.go                                                                      | Go                 |          4 |          7 |          4 |         15 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/fdset.go                                                                                  | Go                 |         15 |          9 |          7 |         31 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/fstatfs_zos.go                                                                            | Go                 |        146 |          8 |         11 |        165 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/gccgo.go                                                                                  | Go                 |         40 |          7 |         14 |         61 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/gccgo_c.c                                                                                 | C                  |         28 |          7 |         11 |         46 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/gccgo_linux_amd64.go                                                                      | Go                 |         10 |          6 |          6 |         22 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/ioctl.go                                                                                  | Go                 |         37 |         27 |         12 |         76 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/ioctl_linux.go                                                                            | Go                 |        143 |         26 |         28 |        197 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/ioctl_zos.go                                                                              | Go                 |         39 |         25 |         11 |         75 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/mkall.sh                                                                                  | Shell Script       |        208 |         27 |          9 |        244 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/mkerrors.sh                                                                               | Shell Script       |        357 |        328 |         66 |        751 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/pagesize_unix.go                                                                          | Go                 |          5 |          6 |          6 |         17 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/pledge_openbsd.go                                                                         | Go                 |        102 |         33 |         29 |        164 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/ptrace_darwin.go                                                                          | Go                 |          4 |          5 |          4 |         13 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/ptrace_ios.go                                                                             | Go                 |          4 |          5 |          4 |         13 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/race.go                                                                                   | Go                 |         18 |          5 |          9 |         32 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/race0.go                                                                                  | Go                 |         13 |          5 |          9 |         27 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/readdirent_getdents.go                                                                    | Go                 |          4 |          6 |          4 |         14 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/readdirent_getdirentries.go                                                               | Go                 |          6 |         10 |          5 |         21 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/sockcmsg_dragonfly.go                                                                     | Go                 |          8 |          6 |          3 |         17 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/sockcmsg_linux.go                                                                         | Go                 |         21 |         10 |          6 |         37 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/sockcmsg_unix.go                                                                          | Go                 |         64 |         17 |         13 |         94 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/sockcmsg_unix_other.go                                                                    | Go                 |         25 |         16 |          7 |         48 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/str.go                                                                                    | Go                 |         18 |          5 |          5 |         28 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall.go                                                                                | Go                 |         47 |         36 |         13 |         96 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_aix.go                                                                            | Go                 |        315 |        158 |         81 |        554 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_aix_ppc.go                                                                        | Go                 |         31 |          9 |         15 |         55 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_aix_ppc64.go                                                                      | Go                 |         56 |         14 |         16 |         86 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_bsd.go                                                                            | Go                 |        504 |         78 |         83 |        665 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin.1_12.go                                                                    | Go                 |         19 |          8 |          6 |         33 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin.1_13.go                                                                    | Go                 |         65 |         28 |         16 |        109 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin.go                                                                         | Go                 |        236 |        373 |         69 |        678 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin_386.go                                                                     | Go                 |         26 |         13 |         13 |         52 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin_amd64.go                                                                   | Go                 |         26 |         13 |         13 |         52 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin_arm.go                                                                     | Go                 |         29 |         10 |         13 |         52 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin_arm64.go                                                                   | Go                 |         26 |         13 |         13 |         52 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_darwin_libSystem.go                                                               | Go                 |         12 |         16 |          7 |         35 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_dragonfly.go                                                                      | Go                 |        168 |        335 |         39 |        542 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_dragonfly_amd64.go                                                                | Go                 |         38 |          5 |         15 |         58 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_freebsd.go                                                                        | Go                 |        423 |        365 |         85 |        873 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_freebsd_386.go                                                                    | Go                 |         46 |          5 |         17 |         68 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_freebsd_amd64.go                                                                  | Go                 |         46 |          5 |         17 |         68 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_freebsd_arm.go                                                                    | Go                 |         43 |          5 |         16 |         64 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_freebsd_arm64.go                                                                  | Go                 |         43 |          5 |         16 |         64 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_illumos.go                                                                        | Go                 |         94 |         14 |         22 |        130 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux.go                                                                          | Go                 |      1,452 |        601 |        273 |      2,326 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_386.go                                                                      | Go                 |        274 |         61 |         54 |        389 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_amd64.go                                                                    | Go                 |         92 |         72 |         32 |        196 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_amd64_gc.go                                                                 | Go                 |          3 |          6 |          5 |         14 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_arm.go                                                                      | Go                 |        170 |         72 |         46 |        288 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_arm64.go                                                                    | Go                 |        145 |         62 |         40 |        247 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_gc.go                                                                       | Go                 |          3 |          8 |          5 |         16 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_gc_386.go                                                                   | Go                 |          5 |          7 |          6 |         18 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_gc_arm.go                                                                   | Go                 |          3 |          7 |          5 |         15 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_gccgo_386.go                                                                | Go                 |         20 |          5 |          7 |         32 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_gccgo_arm.go                                                                | Go                 |         12 |          5 |          5 |         22 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_mips64x.go                                                                  | Go                 |        134 |         66 |         32 |        232 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_mipsx.go                                                                    | Go                 |        131 |         69 |         40 |        240 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_ppc.go                                                                      | Go                 |        157 |         74 |         42 |        273 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_ppc64x.go                                                                   | Go                 |         57 |         78 |         23 |        158 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_riscv64.go                                                                  | Go                 |        134 |         59 |         39 |        232 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_s390x.go                                                                    | Go                 |        241 |         60 |         43 |        344 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_linux_sparc64.go                                                                  | Go                 |         64 |         66 |         23 |        153 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_netbsd.go                                                                         | Go                 |        177 |        400 |         42 |        619 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_netbsd_386.go                                                                     | Go                 |         24 |          5 |         10 |         39 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_netbsd_amd64.go                                                                   | Go                 |         24 |          5 |         10 |         39 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_netbsd_arm.go                                                                     | Go                 |         24 |          5 |         10 |         39 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_netbsd_arm64.go                                                                   | Go                 |         24 |          5 |         10 |         39 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_openbsd.go                                                                        | Go                 |        156 |        200 |         35 |        391 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_openbsd_386.go                                                                    | Go                 |         25 |          7 |         11 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_openbsd_amd64.go                                                                  | Go                 |         25 |          7 |         11 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_openbsd_arm.go                                                                    | Go                 |         25 |          7 |         11 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_openbsd_arm64.go                                                                  | Go                 |         25 |          7 |         11 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_openbsd_mips64.go                                                                 | Go                 |         22 |          5 |          9 |         36 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_solaris.go                                                                        | Go                 |        475 |        180 |         92 |        747 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_solaris_amd64.go                                                                  | Go                 |         16 |          5 |          8 |         29 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_unix.go                                                                           | Go                 |        334 |         37 |         61 |        432 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_unix_gc.go                                                                        | Go                 |          6 |          8 |          5 |         19 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_unix_gc_ppc64x.go                                                                 | Go                 |         14 |          7 |          5 |         26 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/syscall_zos_s390x.go                                                                      | Go                 |      1,379 |        199 |        204 |      1,782 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/timestruct.go                                                                             | Go                 |         44 |         20 |         14 |         78 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/unveil_openbsd.go                                                                         | Go                 |         28 |         10 |          5 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/xattr_bsd.go                                                                              | Go                 |        178 |         16 |         48 |        242 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_aix_ppc.go                                                                        | Go                 |      1,366 |         10 |         10 |      1,386 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_aix_ppc64.go                                                                      | Go                 |      1,367 |         10 |         10 |      1,387 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_darwin_386.go                                                                     | Go                 |      1,770 |         10 |         10 |      1,790 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_darwin_amd64.go                                                                   | Go                 |      1,841 |         10 |         10 |      1,861 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_darwin_arm.go                                                                     | Go                 |      1,770 |         10 |         10 |      1,790 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_darwin_arm64.go                                                                   | Go                 |      1,841 |         10 |         10 |      1,861 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_dragonfly_amd64.go                                                                | Go                 |      1,719 |         10 |         10 |      1,739 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_freebsd_386.go                                                                    | Go                 |      1,924 |         10 |         10 |      1,944 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_freebsd_amd64.go                                                                  | Go                 |      1,923 |         10 |         10 |      1,943 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_freebsd_arm.go                                                                    | Go                 |      1,822 |         10 |         10 |      1,842 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_freebsd_arm64.go                                                                  | Go                 |      1,924 |         10 |         10 |      1,944 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux.go                                                                          | Go                 |      2,797 |          5 |          7 |      2,809 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_386.go                                                                      | Go                 |        782 |         10 |         10 |        802 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_amd64.go                                                                    | Go                 |        782 |         10 |         10 |        802 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_arm.go                                                                      | Go                 |        788 |         10 |         10 |        808 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_arm64.go                                                                    | Go                 |        779 |         10 |         10 |        799 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_mips.go                                                                     | Go                 |        789 |         10 |         10 |        809 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_mips64.go                                                                   | Go                 |        789 |         10 |         10 |        809 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_mips64le.go                                                                 | Go                 |        789 |         10 |         10 |        809 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_mipsle.go                                                                   | Go                 |        789 |         10 |         10 |        809 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_ppc.go                                                                      | Go                 |        841 |         10 |         10 |        861 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_ppc64.go                                                                    | Go                 |        845 |         10 |         10 |        865 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_ppc64le.go                                                                  | Go                 |        845 |         10 |         10 |        865 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_riscv64.go                                                                  | Go                 |        769 |         10 |         10 |        789 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_s390x.go                                                                    | Go                 |        842 |         10 |         10 |        862 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_linux_sparc64.go                                                                  | Go                 |        839 |         10 |         10 |        859 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_netbsd_386.go                                                                     | Go                 |      1,761 |         10 |         10 |      1,781 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_netbsd_amd64.go                                                                   | Go                 |      1,751 |         10 |         10 |      1,771 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_netbsd_arm.go                                                                     | Go                 |      1,740 |         10 |         10 |      1,760 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_netbsd_arm64.go                                                                   | Go                 |      1,751 |         10 |         10 |      1,771 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_openbsd_386.go                                                                    | Go                 |      1,646 |         10 |         10 |      1,666 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_openbsd_amd64.go                                                                  | Go                 |      1,756 |         10 |         10 |      1,776 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_openbsd_arm.go                                                                    | Go                 |      1,648 |         10 |         10 |      1,668 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_openbsd_arm64.go                                                                  | Go                 |      1,779 |         10 |         10 |      1,799 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_openbsd_mips64.go                                                                 | Go                 |      1,844 |         10 |         10 |      1,864 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_solaris_amd64.go                                                                  | Go                 |      1,538 |         10 |         10 |      1,558 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zerrors_zos_s390x.go                                                                      | Go                 |        820 |         10 |          9 |        839 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zptrace_armnn_linux.go                                                                    | Go                 |         23 |         10 |         10 |         43 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zptrace_linux_arm64.go                                                                    | Go                 |         10 |          3 |          5 |         18 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zptrace_mipsnn_linux.go                                                                   | Go                 |         32 |         10 |         10 |         52 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zptrace_mipsnnle_linux.go                                                                 | Go                 |         32 |         10 |         10 |         52 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zptrace_x86_linux.go                                                                      | Go                 |         62 |         10 |         10 |         82 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_aix_ppc.go                                                                       | Go                 |        992 |        248 |        246 |      1,486 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_aix_ppc64.go                                                                     | Go                 |      1,073 |        125 |        246 |      1,444 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_aix_ppc64_gc.go                                                                  | Go                 |        594 |        356 |        243 |      1,193 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_aix_ppc64_gccgo.go                                                               | Go                 |        590 |        243 |        238 |      1,071 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_386.1_13.go                                                               | Go                 |         20 |          8 |         13 |         41 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_386.go                                                                    | Go                 |      1,565 |        290 |        577 |      2,432 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_amd64.1_13.go                                                             | Go                 |         20 |          8 |         13 |         41 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_amd64.go                                                                  | Go                 |      1,565 |        290 |        577 |      2,432 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_arm.1_13.go                                                               | Go                 |         20 |          8 |         13 |         41 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_arm.go                                                                    | Go                 |      1,557 |        288 |        573 |      2,418 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_arm64.1_13.go                                                             | Go                 |         20 |          8 |         13 |         41 |
| /home/keyhan/Desktop/AsemanWeb/git-server/vendor/golang.org/x/sys/unix/zsyscall_darwin_arm64.go                                                                  | Go                 |      1,565 |        290 |        577 |      2,432 |
